Company Name,UID,Entity Name,Alias,Start Date,End Date,Has Ended,LinkedIn Url,Wiki Url,Other Url,Start Date Assumed,Start Year,Start Month,Start Day,End Date Assumed,End Year,End Month,End Day,
AbbVie Inc,EQT-261A24,BioDisplay Technologies Inc,BioDisplay Technologies Inc,1998,,,https://www.linkedin.com/company/biodisplay-technologies-inc-/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=25815875,TRUE,1998,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Limited Bermuda,"AbbVie Limited Bermuda, AbbVie Limited (Bermuda)",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=225215609,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Biotechnology Limited,AbbVie Biotechnology Limited,2002,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=225000612,TRUE,2002,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Abbvie Central Finance BV,"Abbvie Central Finance BV, Abbvie Central Finance B.V.",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=260126306,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Sp z oo,"AbbVie Sp z oo, AbbVie Sp. z. o.o.",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=248120179,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Abbott Products Korlatolt Felelossegu Tarsasag,Abbott Products Korlatolt Felelossegu Tarsasag,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=50301988,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Biotechnology GmbH,AbbVie Biotechnology GmbH,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=25835687,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Bahamas Limited,AbbVie Bahamas Limited,1990,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=225005528,TRUE,1990,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie SA Argentina,"AbbVie SA Argentina, AbbVie SA (Argentina)",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=247988882,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Fremont Holding LLC,Fremont Holding LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=27260829,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Biofarmacevtska druzba doo,AbbVie Biofarmacevtska druzba doo,2013,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=311600899,TRUE,2013,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Abbvie Japan Holdings BV,Abbvie Japan Holdings BV,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=307171461,TRUE,-,-,-,TRUE,-,-,-,
Abiomed Inc,EQT-6C68B4,Abiomed Europe GmbH,Abiomed Europe GmbH,1998,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=124669,TRUE,-,-,-,TRUE,-,-,-,
Abiomed Inc,EQT-6C68B4,Abiomed Cardiovascular Inc,Abiomed Cardiovascular Inc,1982,,,,,https://www.manta.com/c/mm4cdw6/abiomed-cardiovascular-inc,TRUE,-,-,-,TRUE,-,-,-,
Abiomed Inc,EQT-6C68B4,Abiomed Athlone Limited,Abiomed Athlone Limited,10-Apr-08,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=60017472,FALSE,2008,4,10,TRUE,-,-,-,
Abiomed Inc,EQT-6C68B4,Abiomed SARL,Abiomed SARL,2006,,,,,https://www.verif.com/societe/ABIOMED-SARL-493431480/,TRUE,-,-,-,TRUE,-,-,-,
Abiomed Inc,EQT-6C68B4,ABD Holding Co Inc,ABD Holding Co Inc,1988,,,,,https://www.bloomberg.com/profiles/companies/0198213D:US-abd-holding-co-inc,TRUE,-,-,-,TRUE,-,-,-,
Abiomed Inc,EQT-6C68B4,Abiomed Japan KK,Abiomed Japan KK,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Abiomed Inc,EQT-6C68B4,ECP Entwicklungsgesellschaft mbH,ECP Entwicklungsgesellschaft mbH,1-Jul-14,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=267199600,FALSE,2014,7,1,TRUE,-,-,-,
Abiomed Inc,EQT-6C68B4,Abiomed R&D Inc,Abiomed R&D Inc,1993,,,,,https://www.bloomberg.com/profiles/companies/0283503D:US-abiomed-r&d-inc,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,Avanade Inc,Avanade Inc,4-Apr-00,,,https://www.linkedin.com/company/avanade/about/,https://en.wikipedia.org/wiki/Avanade,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=112516,FALSE,2000,4,4,TRUE,-,-,-,
Accenture Plc,EQT-467534,IMJ Corporation,IMJ Corporation,3-Jul-16,,,https://www.linkedin.com/company/imj-corporation/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=9237216,FALSE,2016,7,3,TRUE,-,-,-,
Accenture Plc,EQT-467534,Mackevision Medien Design GmbH Stuttgart,Mackevision Medien Design GmbH Stuttgart,19-Feb-18,,,https://www.linkedin.com/company/mackevision/about/,https://de.wikipedia.org/wiki/Mackevision,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=112710583,FALSE,2018,2,19,TRUE,-,-,-,
Accenture Plc,EQT-467534,Knowledgent Group Inc,Knowledgent Group Inc.,17-Jan-19,,,https://www.linkedin.com/company/knowledgent/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=114408450,FALSE,2019,1,17,TRUE,-,-,-,
Accenture Plc,EQT-467534,Kurt Salmon US LLC,"Kurt Salmon US LLC, Kurt Salmon",01-Nov-16,,,https://www.linkedin.com/company/kurt-salmon/about/,https://en.wikipedia.org/wiki/Kurt_Salmon,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=21409,FALSE,2016,11,1,TRUE,-,-,-,
Accenture Plc,EQT-467534,Karmarama LLP,"Karmarama LLP, Karmarama",29-Nov-16,,,https://www.linkedin.com/company/karmarama/about/,https://en.wikipedia.org/wiki/Karmarama_(advertising_agency),https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=111717270,FALSE,2016,11,29,TRUE,-,-,-,
Accenture Plc,EQT-467534,Adaptly Inc,Adaptly Inc,20-Dec-18,,,https://www.linkedin.com/company/adaptly/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=114931549,FALSE,2018,12,20,TRUE,-,-,-,
Accenture Plc,EQT-467534,Kolle Rebbe GmbH,Kolle Rebbe GmbH,30-Nov-18,,,https://www.linkedin.com/company/kolle-rebbe-gmbh/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=45821775,FALSE,2018,11,30,TRUE,-,-,-,
Accenture Plc,EQT-467534,SinnerSchrader Aktiengesellschaft,SinnerSchrader Aktiengesellschaft,17-Feb-17,,,https://www.linkedin.com/company/sinnerschrader/about/,https://en.wikipedia.org/wiki/SinnerSchrader,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=1824569,FALSE,2017,2,17,TRUE,-,-,-,
Accenture Plc,EQT-467534,Meredith Xcelerated Marketing,Meredith Xcelerated Marketing,04-May-18,,,https://www.linkedin.com/company/meredith-xcelerated-marketing/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=257170820,FALSE,2018,5,4,TRUE,-,-,-,
Accenture Plc,EQT-467534,Proquire LLC,Proquire LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=59539861,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,What If! Holdings Limited,What If! Holdings Limited,04-Mar-19,,,https://www.linkedin.com/company/what-if/about/,https://en.wikipedia.org/wiki/Wotif.com,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=25599612,FALSE,2019,3,4,TRUE,-,-,-,
Accenture Plc,EQT-467534,Coritel SA,"Coritel SA, Coritel S.A.",,,,,https://es.wikipedia.org/wiki/Coritel,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5582968,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,MobGen BV,"MobGen BV, MobGen B.V.",19-Jul-16,,,https://www.linkedin.com/company/mobgen/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=140258458,FALSE,2016,7,19,TRUE,-,-,-,
Accenture Plc,EQT-467534,ASM Research Inc,ASM Research Inc,18-Sep-13,,,https://www.linkedin.com/company/asm-research/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=6675415,FALSE,2013,9,18,TRUE,-,-,-,
Accenture Plc,EQT-467534,Designaffairs GmbH,Designaffairs GmbH,06-Aug-18,,,https://www.linkedin.com/company/designaffairs-gmbh/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=570247331,FALSE,2018,8,6,TRUE,-,-,-,
Accenture Plc,EQT-467534,Kogentix Inc,Kogentix Inc,12-Jul-18,,,https://www.linkedin.com/company/kogentix-inc-/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=408611265,FALSE,2018,7,12,TRUE,-,-,-,
Accenture Plc,EQT-467534,Mindtribe Product Engineering Inc,Mindtribe Product Engineering Inc,09-Aug-18,,,https://www.linkedin.com/company/mindtribe-product-engineering/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=412842053,FALSE,2018,8,9,TRUE,-,-,-,
Accenture Plc,EQT-467534,ACCENTURE LLP,ACCENTURE LLP,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=8040662,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,Accenture SL,Accenture SL,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5509158,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,Accenture Australia Limited,"Accenture Australia Limited, Accenture Australia Ltd",02-Nov-16,,,https://www.linkedin.com/company/accentureaustralia/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=54615838,FALSE,2016,11,2,TRUE,-,-,-,
Accenture Plc,EQT-467534,Accenture National Security Services LLC,Accenture National Security Services LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=10320412,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,Accenture Japan Limited,"Accenture Japan Limited, Accenture Japan Ltd",,,,https://www.linkedin.com/company/accenture-japan/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=6461865,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,Cloud Sherpas LLC,"Cloud Sherpas LLC, Cloud Sherpas",20-Oct-15,,,https://www.linkedin.com/company/cloud-sherpas/about/,https://en.wikipedia.org/wiki/Cloud_Sherpas,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=51867673,FALSE,2015,10,20,TRUE,-,-,-,
Accenture Plc,EQT-467534,Accenture BV,Accenture BV,,,,https://www.linkedin.com/company/accenture-the-netherlands/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=8123967,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,Accenture UK Limited,"Accenture UK Limited, Accenture (UK) Ltd, Accenture UK Ltd",,,,https://www.linkedin.com/company/accenture-uk/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=22354937,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,Accenture Technology Solutions SRL,Accenture Technology Solutions SRL,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=30586386,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,Accenture Interactive,Accenture Interactive,01-Feb-18,,,https://www.linkedin.com/company/accenture-interactive/about/,https://en.wikipedia.org/wiki/Rothco,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=546625726,FALSE,2018,2,1,TRUE,-,-,-,
Accenture Plc,EQT-467534,Accenture SpA,Accenture SpA,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=22533538,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,Rothco Limited,Rothco Limited,01-Feb-18,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=546625726,FALSE,2018,2,1,TRUE,-,-,-,
Accenture Plc,EQT-467534,Search Technologies,Search Technologies,03-Aug-17,,,https://www.linkedin.com/company/search-technologies/about/,https://en.wikipedia.org/wiki/Search_Technologies,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=82621497,FALSE,2017,8,3,TRUE,-,-,-,
Accenture Plc,EQT-467534,Accenture Solutions Co Limited,"Accenture Solutions Co Limited, Accenture Solutions Co Ltd",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=53565537,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,Accenture Solutions Sdn Bhd,Accenture Solutions Sdn Bhd,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=60034111,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,The Monkeys Propriertary Limited,"The Monkeys Propriertary Limited, The Monkeys Pty Ltd, Three Drunk Monkeys Pty Ltd",07-May-17,,,https://www.linkedin.com/company/the-monkeys/about/,https://en.wikipedia.org/wiki/The_Monkeys_(company),https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=129128168,FALSE,2017,5,7,TRUE,-,-,-,
Accenture Plc,EQT-467534,LabAnswer Government LLC,LabAnswer Government LLC,20-Jul-17,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=114870791,FALSE,2017,7,20,TRUE,-,-,-,
Accenture Plc,EQT-467534,Accenture AB,Accenture AB,,,,,https://sv.wikipedia.org/wiki/Accenture_AB,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=6468229,TRUE,-,-,-,TRUE,-,-,-,
Accenture Plc,EQT-467534,Interactive Broadband Consulting Group LLC,"Interactive Broadband Consulting Group LLC, Interactive Broadband Consulting Group",09-Oct-17,,,https://www.linkedin.com/company/ibb-consulting-group/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=114675314,FALSE,2017,10,9,TRUE,-,-,-,
Accenture Plc,EQT-467534,2nd Road Pty Limited,2nd Road Pty Limited,31-Oct-16,,,https://www.linkedin.com/company/2nd-road/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=109095644,FALSE,2016,10,31,TRUE,-,-,-,
Accenture Plc,EQT-467534,Javelin Group,Javelin Group,29-Jun-15,,,https://www.linkedin.com/company/javelin-group/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=256880309,FALSE,2015,6,29,TRUE,-,-,-,
Accenture Plc,EQT-467534,Schlumberger Business Consulting,Schlumberger Business Consulting (SBC),02-Nov-15,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=309460204,FALSE,2015,11,2,TRUE,-,-,-,
Accenture Plc,EQT-467534,Orbium AG,Orbium AG,14-Feb-19,,,https://www.linkedin.com/company/orbium/about/,,,FALSE,2019,2,14,TRUE,-,-,-,
Accenture PLC,EQT-467534,Avanade Inc,Avanade Inc,,,,https://www.linkedin.com/company/avanade/,https://en.wikipedia.org/wiki/Avanade,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=112516,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,IMJ Corporation,IMJ Corporation,03-Jul-16,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=9237216,FALSE,2016,7,3,TRUE,-,-,-,
Accenture PLC,EQT-467534,SinnerSchrader AG,SinnerSchrader AG,Apr-2017,,,,https://en.wikipedia.org/wiki/SinnerSchrader,https://www.linkedin.com/company/sinnerschrader/about/,TRUE,2017,4,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,Mackevision Medien Design GmbH Stuttgart,Mackevision Medien Design GmbH Stuttgart,19-Feb-18,,,https://www.linkedin.com/company/mackevision/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=112710583,FALSE,2018,2,19,TRUE,-,-,-,
Accenture PLC,EQT-467534,Karmarama LLP,Karmarama LLP,29-Nov-16,,,https://www.linkedin.com/company/karmarama/,https://en.wikipedia.org/wiki/Karmarama_(advertising_agency),https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=111717270,FALSE,2016,11,29,TRUE,-,-,-,
Accenture PLC,EQT-467534,Kolle Rebbe GmbH,Kolle Rebbe GmbH,30-Nov-18,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=45821775,FALSE,2018,11,30,TRUE,-,-,-,
Accenture PLC,EQT-467534,Adaptly Inc,Adaptly Inc,20-Dec-18,,,https://www.linkedin.com/company/adaptly/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=114931549,FALSE,2018,12,20,TRUE,-,-,-,
Accenture PLC,EQT-467534,Kurt Salmon United States LLC,Kurt Salmon United States LLC,01-Nov-16,,,https://www.linkedin.com/company/kurt-salmon/about/,https://en.wikipedia.org/wiki/Kurt_Salmon,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=21409,FALSE,2016,11,1,TRUE,-,-,-,
Accenture PLC,EQT-467534,Knowledgent Group Inc,Knowledgent Group Inc,17-Jan-19,,,https://www.linkedin.com/company/knowledgent/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=114408450,FALSE,2019,1,17,TRUE,-,-,-,
Accenture PLC,EQT-467534,Proquire LLC,Proquire LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=59539861,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,Pillar Technology Group LLC,Pillar Technology Group LLC,20-Aug-18,,,https://www.linkedin.com/company/pillar-technology/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=3805201,FALSE,2018,8,20,TRUE,-,-,-,
Accenture PLC,EQT-467534,Wire Stone LLC,Wire Stone LLC,09-Aug-17,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=425701,FALSE,2017,8,9,TRUE,-,-,-,
Accenture PLC,EQT-467534,Coritel SA,Coritel SA,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5582968,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,Meredith Xcelerated Marketing,Meredith Xcelerated Marketing,04-May-18,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=257170820,FALSE,2018,5,4,TRUE,-,-,-,
Accenture PLC,EQT-467534,Accenture Australia Proprietary Limited,Accenture Australia Proprietary Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=54615838,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,ASM Research Inc,ASM Research Inc,18-Sep-13,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=6675415,FALSE,2013,9,18,TRUE,-,-,-,
Accenture PLC,EQT-467534,Accenture Solutions Sdn Bhd,Accenture Solutions Sdn Bhd,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=60034111,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,SolutionsIQ Inc,SolutionsIQ Inc,02-Jun-17,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=4096401,FALSE,2017,6,2,TRUE,-,-,-,
Accenture PLC,EQT-467534,Mindtribe Product Engineering Inc,Mindtribe Product Engineering Inc,09-Aug-18,,,https://www.linkedin.com/company/mindtribe-product-engineering/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=412842053,FALSE,2018,8,9,TRUE,-,-,-,
Accenture PLC,EQT-467534,DAZ Systems Inc,DAZ Systems Inc,21-Oct-18,,,https://www.linkedin.com/company/daz-systems-inc-/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=28603029,FALSE,2018,10,21,TRUE,-,-,-,
Accenture PLC,EQT-467534,Accenture LLP,Accenture LLP,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=8040662,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,LabAnswer Government LLC,LabAnswer Government LLC,20-Jul-17,,,https://www.linkedin.com/company/labanswer/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=114870791,FALSE,2017,7,20,TRUE,-,-,-,
Accenture PLC,EQT-467534,Accenture SL,Accenture SL,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5509158,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,Accenture GmbH,Accenture GmbH,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=6562097,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,Accenture National Security Services LLC,Accenture National Security Services LLC,,,,,,https://www.bloomberg.com/profile/company/7600499Z:US,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,Accenture Japan Limited,Accenture Japan Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=6461865,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,Cloud Sherpas LLC,Cloud Sherpas LLC,20-Oct-15,,,https://www.linkedin.com/company/cloud-sherpas/,https://en.wikipedia.org/wiki/Cloud_Sherpas,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=51867673,FALSE,2015,10,20,TRUE,-,-,-,
Accenture PLC,EQT-467534,Accenture BV,Accenture BV,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=8123967,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,Accenture United Kingdom Limited,Accenture United Kingdom Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=22354937,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,Accenture Technology Solutions SRL,Accenture Technology Solutions SRL,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=30586386,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,Rothco Limited,Rothco Limited,01-Feb-18,,,,https://en.wikipedia.org/wiki/Rothco,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=546625726,FALSE,2018,2,1,TRUE,-,-,-,
Accenture PLC,EQT-467534,Accenture SpA,Accenture SpA,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=22533538,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,Search Technologies Corporation,Search Technologies Corporation,03-Aug-17,,,,https://en.wikipedia.org/wiki/Search_Technologies,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=82621497,FALSE,2017,8,3,TRUE,-,-,-,
Accenture PLC,EQT-467534,Accenture Solutions Company Limited,Accenture Solutions Company Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=53565537,TRUE,-,-,-,TRUE,-,-,-,
Accenture PLC,EQT-467534,The Monkeys Proprietary Limited,The Monkeys Proprietary Limited,07-May-17,,,https://www.linkedin.com/company/the-monkeys/,https://en.wikipedia.org/wiki/The_Monkeys_(company),https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=129128168,FALSE,2017,5,7,TRUE,-,-,-,
Accenture PLC,EQT-467534,Accenture AB,Accenture AB,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=6468229,TRUE,-,-,-,TRUE,-,-,-,
