Company Name,UID,Entity Name,Alias,Position,Start Date,End Date,Has Ended,LinkedIn Url,Wiki Url,Other Url,Start Date Assumed,Start Year,Start Month,Start Day,End Date Assumed,End Year,End Month,End Day
The Goldman Sachs Group Inc,EQT-FBA480,Sheila Patel,"Sheila Patel, Sheila Harilal Patel",Managing Director,2003,2006,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=61232916&privcapId=398625,TRUE,2003,-,-,TRUE,2006,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Sheila Patel,"Sheila Patel, Sheila Harilal Patel",Partner,2006,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=61232916&privcapId=398625,TRUE,2006,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Simon Rothery,Simon Rothery,Chief Executive officer of Australian Unit,Jul-2011,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=27569627&privcapId=398625,TRUE,2011,7,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Masanori Mochida,"Masanori Mochida, Masa Mochida",Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=3804285&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Masanori Mochida,"Masanori Mochida, Masa Mochida",President Japan,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=3804285&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,James Paradise,James Paradise,Co-President of Asia Pacific,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=8271552&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,James Paradise,James Paradise,Co-Head of Securities Division Asia,11-Jan-12,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=8271552&privcapId=398625,FALSE,2012,1,11,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,James Paradise,James Paradise,"Head of Global Securities Services, Futures and Execution Business",2008,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=8271552&privcapId=398625,TRUE,2008,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Alejandro Vollbrechthausen,Alejandro Vollbrechthausen,President of Goldman Sachs Brazil Bank,May-2011,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=132066849&privcapId=398625,TRUE,2011,5,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Alejandro Vollbrechthausen,Alejandro Vollbrechthausen,Partner,2006,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=132066849&privcapId=398625,TRUE,2006,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Greg Agran,Greg Agran,Global Head of Commodities,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=261440509&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Raanan Agus,Raanan Agus,Managing Director,1999,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=10883204&privcapId=398625,TRUE,1999,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Philippe Altuzarra,Philippe Altuzarra,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292562069&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Philippe Altuzarra,Philippe Altuzarra,Head-US Investment Bank's International Advisory Group,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292562069&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Philippe Altuzarra,Philippe Altuzarra,Chairman of Investment Banking France and Belgium,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292562069&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Philippe Altuzarra,Philippe Altuzarra,Advisory Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292562069&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Armen Avanessians,Armen Avanessians,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=35014708&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Ali Azim,Ali Azim,Managing Director,Jun-2017,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=435335646&privcapId=398625,TRUE,2017,6,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Ricardo Bellissi,Ricardo Bellissi,Managing Director,Mar-2019,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=605778318&privcapId=398625,TRUE,2019,3,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Ricardo Bellissi,Ricardo Bellissi,Co-Head of Investment Banking Operations - Brazil,Mar-2019,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=605778318&privcapId=398625,TRUE,2019,3,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Frances Bermanzohn,Frances Bermanzohn,Managing Director,1992,,,https://www.linkedin.com/in/fran-bermanzohn-46568545/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292578444&privcapId=398625,TRUE,1992,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Frances Bermanzohn,Frances Bermanzohn,Deputy General Counsel,1992,,,https://www.linkedin.com/in/fran-bermanzohn-46568545/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292578444&privcapId=398625,TRUE,1992,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Robert Berry,Robert Berry,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292563421&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Greg Berry,Greg Berry,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=318243380&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Greg Berry,Greg Berry,Chief Architect of Consumer and Commercial Banking Division,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=318243380&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Greg Berry,Greg Berry,Chief Architect,01-Dec-15,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=318243380&privcapId=398625,FALSE,2015,12,1,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Greg Berry,Greg Berry,Vice President,01-Dec-15,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=318243380&privcapId=398625,FALSE,2015,12,1,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Avanish Bhavsar,Avanish Bhavsar,Co-Head of Fixed-Income Sales,31-Dec-18,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292597582&privcapId=398625,FALSE,2018,12,31,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Avanish Bhavsar,Avanish Bhavsar,Co-Head of US Credit Sales,2014,31-Dec-18,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292597582&privcapId=398625,TRUE,2014,-,-,FALSE,2018,12,31
The Goldman Sachs Group Inc,EQT-FBA480,Avanish Bhavsar,Avanish Bhavsar,Head of Cross-Asset Sales,,2014,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292597582&privcapId=398625,TRUE,-,-,-,TRUE,2014,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Meera Bhutta,Meera Bhutta,Managing Director,01-Jan-13,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292565219&privcapId=398625,FALSE,2013,1,1,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Meera Bhutta,Meera Bhutta,Executive Officer,,01-Jan-13,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292565219&privcapId=398625,TRUE,-,-,-,FALSE,2013,1,1
The Goldman Sachs Group Inc,EQT-FBA480,Lloyd Blankfein,Lloyd Blankfein,Senior Chairman,01-Jan-19,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1890111&privcapId=398625,FALSE,2019,1,1,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Lloyd Blankfein,Lloyd Blankfein,Chairman,01-Jun-06,31-Dec-18,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1890111&privcapId=398625,FALSE,2006,6,1,FALSE,2018,12,31
The Goldman Sachs Group Inc,EQT-FBA480,Lloyd Blankfein,Lloyd Blankfein,Director,Apr-2003,31-Dec-18,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1890111&privcapId=398625,TRUE,2003,4,-,FALSE,2018,12,31
The Goldman Sachs Group Inc,EQT-FBA480,Lloyd Blankfein,Lloyd Blankfein,Chief Executive Officer,28-Jun-06,01-Oct-18,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1890111&privcapId=398625,FALSE,2006,6,28,FALSE,2018,10,1
The Goldman Sachs Group Inc,EQT-FBA480,Lloyd Blankfein,Lloyd Blankfein,"President of Fixed Income, Commodities and Currencies",Jan-2004,Jun-2006,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1890111&privcapId=398625,TRUE,2004,1,-,TRUE,2006,6,-
The Goldman Sachs Group Inc,EQT-FBA480,Lloyd Blankfein,Lloyd Blankfein,"Chairman of Fixed Income, Commodities and Currencies",Jan-2004,Jun-2006,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1890111&privcapId=398625,TRUE,2004,1,-,TRUE,2006,6,-
The Goldman Sachs Group Inc,EQT-FBA480,Lloyd Blankfein,Lloyd Blankfein,"Vice Chairman of Fixed Income, Commodities and Currencies",Apr-2002,Jan-2004,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=1890111&privcapId=398625,TRUE,2002,4,-,TRUE,2004,1,-
The Goldman Sachs Group Inc,EQT-FBA480,Thomas Brasco,Thomas Brasco,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=28921148&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Erika Brown,Erika Brown,Chief Diversity Officer,30-Jul-18,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=36554819&privcapId=398625,FALSE,2018,7,30,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Steven Bunson,Steven Bunson,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292560704&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Nick Burgin,Nick Burgin,Global Head of G10 Foreign Exchange Trading,Apr-2012,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292857361&privcapId=398625,TRUE,2012,4,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Joseph Camarda,Joseph Camarda,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=25962463&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Greg Carey,Greg Carey,Managing Director,Jul-2008,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=47168297&privcapId=398625,TRUE,2008,7,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Greg Carey,Greg Carey,Co-Head of Infrastructure Group,Sep-2008,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=47168297&privcapId=398625,TRUE,2008,9,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Anthony Carpet,Anthony Carpet,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=26858914&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Nikhil Choraria,Nikhil Choraria,Managing Director,01-Jan-13,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292565522&privcapId=398625,FALSE,2013,1,1,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Nikhil Choraria,Nikhil Choraria,Executive Officer,01-Jan-13,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292565522&privcapId=398625,FALSE,2013,1,1,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Kent Clark,Kent Clark,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6243981&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Kent Clark,Kent Clark,Co-Chief Investment Officer of AIMS,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6243981&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Kent Clark,Kent Clark,Head of AIMS,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6243981&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Stephanie Cohen,Stephanie Cohen,Chief Strategy Officer,2018,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=302404360&privcapId=398625,TRUE,2018,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Stephanie Cohen,Stephanie Cohen,Head of Strategy,2018,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=302404360&privcapId=398625,TRUE,2018,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Stephanie Cohen,Stephanie Cohen,Global Head of Sponsor Mergers and Acquisitions,May-2015,2018,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=302404360&privcapId=398625,TRUE,2015,5,-,TRUE,2018,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Stephanie Cohen,Stephanie Cohen,Managing Director,2008,2014,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=302404360&privcapId=398625,TRUE,2008,-,-,TRUE,2014,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Stephanie Cohen,Stephanie Cohen,Partner,2014,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=302404360&privcapId=398625,TRUE,2014,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Linnea Conrad,Linnea Conrad,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=2145497&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Edward Corrigan,"Edward Corrigan, E. Gerald Corrigan, Jerry Corrigan",Managing Director,,,,,https://en.wikipedia.org/wiki/E._Gerald_Corrigan,https://www.bloomberg.com/research/stocks/people/person.asp?personId=41106350&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Michael Crinieri,Michael Crinieri,Head of Investment Management,Jul-2014,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=270887152&privcapId=398625,TRUE,2014,7,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Michael Crinieri,Michael Crinieri,Global Head of Exchange Traded Funds Strategies,Jul-2014,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=270887152&privcapId=398625,TRUE,2014,7,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,John Curtin,"John Curtin, Jack Curtin, John P. Curtin Jr",Managing Director,1996,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=2158734&privcapId=398625,TRUE,1996,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,John Curtis,"John Curtis, John W. Curtis",Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292561777&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Matthew Darnall,"Matthew Darnall, Matt Darnall",Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=2083886&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Jana Doty,"Jana Doty, Jana Hale Doty",Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292590497&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Karlo Duvnjak,Karlo Duvnjak,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292561799&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Grant Eldred,Grant Eldred,Managing Director of Human Resources,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292591259&capId=398625&previousCapId=398625&previousTitle=The%20Goldman%20Sachs%20Group%2C%20Inc.,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Grant Eldred,Grant Eldred,"Head of Reward Europe, The Middle East and Africa and India",Jul-2010,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292591259&capId=398625&previousCapId=398625&previousTitle=The%20Goldman%20Sachs%20Group%2C%20Inc.,TRUE,2010,7,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Elizabeth Fascitelli,Elizabeth Fascitelli,Partner,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=557751&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Elizabeth Fascitelli,Elizabeth Fascitelli,Chief Operating Officer of the Merchant Banking Division,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=557751&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Elizabeth Fascitelli,Elizabeth Fascitelli,Managing Director of Merchant Banking,1997,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=557751&privcapId=398625,TRUE,1997,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Robert Jones,Robert Jones,Co-Chief Investment Officer,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=8828173&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Robert Jones,Robert Jones,Managing Director,Apr-2008,,,https://www.linkedin.com/in/robert-jones-0b0a304/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=8828173&privcapId=398625,TRUE,2008,4,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Andrew Kaiser,Andrew Kaiser,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292559610&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Robert Katz,Robert Katz,Executive Vice President,May-1999,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=398647&privcapId=398625,TRUE,1999,5,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Robert Katz,Robert Katz,General Counsel,May-1999,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=398647&privcapId=398625,TRUE,1999,5,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Robert King,Robert King,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=292564091&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,George Lee,George Lee,Co-Chief Information Officer,30-Oct-18,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=253973535&privcapId=398625,FALSE,2018,10,30,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,George Lee,George Lee,Co-Head of Engineering,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=253973535&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,George Lee,George Lee,"Co-Chaiman of Technology, Media and Telecommunications Investment Banking",,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=253973535&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,George Lee,George Lee,Chief Information Officer of Investment Banking,01-Jan-14,30-Oct-18,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=253973535&privcapId=398625,FALSE,2014,1,1,FALSE,2018,10,30
The Goldman Sachs Group Inc,EQT-FBA480,Theo Lubke,Theo Lubke,Chief Regulatory Reform Officer,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=117271679&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Michael Miele,Michael Miele,Managing Director of Private Equity Group,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=71640&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Michael Miele,Michael Miele,Chief Investment Officer of Private Equity Group,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=71640&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,John Rogers,John Rogers,Executive Vice President,Apr-2011,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=9170847&privcapId=398625,TRUE,2011,4,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,John Rogers,John Rogers,Chief of Staff,Dec-2001,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=9170847&privcapId=398625,TRUE,2001,12,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,John Rogers,John Rogers,Secretary,Dec-2001,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=9170847&privcapId=398625,TRUE,2001,12,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,John Rogers,John Rogers,Managing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=9170847&privcapId=398625,TRUE,-,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Karen Seymour,Karen Seymour,Executive Vice President,Jan-2018,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=12519914&privcapId=398625,TRUE,2018,1,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Karen Seymour,Karen Seymour,General Counsel,Jan-2018,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=12519914&privcapId=398625,TRUE,2018,1,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Karen Seymour,Karen Seymour,Secretary,Jan-2018,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=12519914&privcapId=398625,TRUE,2018,1,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Karen Seymour,Karen Seymour,Co-Head of the Legal Department,,Jan-2018,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=12519914&privcapId=398625,TRUE,-,-,-,TRUE,2018,1,-
The Goldman Sachs Group Inc,EQT-FBA480,Robin Vince,"Robin Vince, Robin Anthony Vince",Chief Risk Officer,Jan-2018,,,,,https://www.reuters.com/article/moves-goldman-sachs-chief-risk-officer-r/moves-goldman-sachs-chief-risk-officer-retires-idUSL1N1NC1JM,TRUE,2018,1,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Robin Vince,"Robin Vince, Robin Anthony Vince",Chief Operating Officer of European Businesses,Aug-2011,Jan-2018,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=58430633&privcapId=398625,TRUE,2011,8,-,TRUE,2018,1,-
The Goldman Sachs Group Inc,EQT-FBA480,Robin Vince,"Robin Vince, Robin Anthony Vince",Managing Director,2002,2006,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=58430633&privcapId=398625,TRUE,2002,-,-,TRUE,2006,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Robin Vince,"Robin Vince, Robin Anthony Vince",Global Head of Operations,2006,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=58430633&privcapId=398625,TRUE,2006,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Robin Vince,"Robin Vince, Robin Anthony Vince",Partner,2006,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=58430633&privcapId=398625,TRUE,2006,-,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Cai Wei,Cai Wei,Partner,Jun-2018,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=571460088&privcapId=398625,TRUE,2018,6,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Cai Wei,Cai Wei,Co-Head of China Investment Banking Unit,Jun-2018,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=571460088&privcapId=398625,TRUE,2018,6,-,TRUE,-,-,-
The Goldman Sachs Group Inc,EQT-FBA480,Matt Furman,"Matthew Furman, Matthew S. Furman, Matt Furman",vice President,Jun-2000,Jun-2007,,https://www.linkedin.com/in/matthew-furman-b75a0560/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=51177449&privcapId=36623,TRUE,2000,6,-,TRUE,2007,6,-
The Goldman Sachs Group Inc,EQT-FBA480,Matt Furman,"Matthew Furman, Matthew S. Furman, Matt Furman",Associate General Counsel,Jun-2000,Jun-2007,,https://www.linkedin.com/in/matthew-furman-b75a0560/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=51177449&privcapId=36623,TRUE,2000,6,-,TRUE,2007,6,-
The Goldman Sachs Group Inc,EQT-FBA480,Jay Horgen,"Jay Horgen, Jay C. Horgen",Investment Banker,Aug-1993,Mar-2000,,https://www.linkedin.com/in/jay-horgen-618725a4/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=30483748&privcapId=24445,TRUE,1993,8,-,TRUE,2000,3,-
The Goldman Sachs Group Inc,EQT-FBA480,Daphne Karydas,Daphne Karydas,Vice President,2000,2005,,https://www.linkedin.com/in/daphne-karydas-493b17/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=27616933&privcapId=36478,TRUE,2000,-,-,TRUE,2005,-,-
The Goldman Sachs Group Inc,EQT-FBA480,John O'Donnell,John O'Donnell,Associate,2001,2004,,https://www.linkedin.com/in/jodonnell03/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=560025367&privcapId=18711,TRUE,2001,-,-,TRUE,2004,-,-
The Goldman Sachs Group Inc,EQT-FBA480,John Bruno,"John Bruno, John G. Bruno",Managing Director,Aug-2007,Nov-2008,,https://www.linkedin.com/in/brunojohn/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=3573721&privcapId=119855,TRUE,2007,8,-,TRUE,2008,11,-
The Goldman Sachs Group Inc,EQT-FBA480,Mark Meyer,"Mark Meyer, W. Mark Meyer",Vice President,Dec-2001,Jan-2003,,https://www.linkedin.com/in/mark-meyer-a4078911/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=12648517&privcapId=169838,TRUE,2001,12,-,TRUE,2003,1,-
The Goldman Sachs Group Inc,EQT-FBA480,Daniel Durn,"Daniel Durn, Daniel J. Durn, Dan Durn",Vice President of MandA Group,Jul-2000,Mar-2009,,https://www.linkedin.com/in/dan-durn-a02a8960/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=106626466&privcapId=251230,TRUE,2000,7,-,TRUE,2009,3,-
